Index,Singular_Value
3620,8.918007
3621,8.906859
3622,8.906528
3623,8.901986
3624,8.896953
3625,8.890982
3626,8.883578
3627,8.875600
3628,8.864527
3629,8.858970
3630,8.855186
3631,8.846991
3632,8.839012
3633,8.832884
3634,8.825200
3635,8.817849
3636,8.810897
3637,8.810195
3638,8.803570
3639,8.792708
3640,8.783846
3641,8.777113
3642,8.774779
3643,8.767786
3644,8.761790
3645,8.754097
3646,8.748669
3647,8.742365
3648,8.739002
3649,8.726912
3650,8.722992
3651,8.719969
3652,8.713511
3653,8.711051
3654,8.693201
3655,8.691530
3656,8.687418
3657,8.682922
3658,8.668505
3659,8.662260
3660,8.657832
3661,8.654369
3662,8.651528
3663,8.634830
3664,8.628320
3665,8.623013
3666,8.615376
3667,8.612958
3668,8.605713
3669,8.598039
3670,8.592735
3671,8.586240
3672,8.574973
3673,8.572273
3674,8.569221
3675,8.562462
3676,8.554218
3677,8.550113
3678,8.543386
3679,8.540228
3680,8.530820
3681,8.520600
3682,8.512764
3683,8.505611
3684,8.497914
3685,8.493648
3686,8.492255
3687,8.483622
3688,8.476466
3689,8.471928
3690,8.469709
3691,8.450948
3692,8.444305
3693,8.441472
3694,8.434814
3695,8.421405
3696,8.419003
3697,8.415697
3698,8.409517
3699,8.399661
3700,8.387177
3701,8.383403
3702,8.378368
3703,8.377333
3704,8.369189
3705,8.363358
3706,8.362997
3707,8.349321
3708,8.340457
3709,8.335092
3710,8.330275
3711,8.317119
3712,8.313154
3713,8.311820
3714,8.303764
3715,8.295813
3716,8.292802
3717,8.283598
3718,8.283180
3719,8.269792
3720,8.264142
3721,8.255690
3722,8.250788
3723,8.243770
3724,8.234233
3725,8.225337
3726,8.221633
3727,8.217072
3728,8.213070
3729,8.204611
3730,8.199880
3731,8.195763
3732,8.183314
3733,8.175424
3734,8.171372
3735,8.163379
3736,8.156466
3737,8.148684
3738,8.142056
3739,8.132184
3740,8.127675
3741,8.120868
3742,8.117348
3743,8.113541
3744,8.110316
3745,8.102987
3746,8.099668
3747,8.092739
3748,8.086798
3749,8.080640
3750,8.077634
3751,8.066282
3752,8.050046
3753,8.049726
3754,8.048627
3755,8.041361
3756,8.030427
3757,8.020128
3758,8.016684
3759,8.012888
3760,8.000107
3761,7.994118
3762,7.986478
3763,7.978163
3764,7.970835
3765,7.965672
3766,7.961186
3767,7.954072
3768,7.952510
3769,7.946871
3770,7.938933
3771,7.936135
3772,7.923168
3773,7.916284
3774,7.911168
3775,7.908473
3776,7.904922
3777,7.900725
3778,7.890942
3779,7.878657
3780,7.876593
3781,7.869624
3782,7.862728
3783,7.850224
3784,7.844556
3785,7.839218
3786,7.834725
3787,7.824741
3788,7.815124
3789,7.810443
3790,7.807252
3791,7.799504
3792,7.793036
3793,7.787923
3794,7.781838
3795,7.770745
3796,7.766696
3797,7.756999
3798,7.754700
3799,7.746859
3800,7.739443
3801,7.737625
3802,7.721886
3803,7.719320
3804,7.712499
3805,7.703553
3806,7.701607
3807,7.693892
3808,7.679239
3809,7.671860
3810,7.667385
3811,7.660988
3812,7.655157
3813,7.650538
3814,7.648874
3815,7.641738
3816,7.628847
3817,7.626612
3818,7.625391
3819,7.614570
3820,7.604753
3821,7.599687
3822,7.596147
3823,7.590296
3824,7.587046
3825,7.581715
3826,7.575637
3827,7.565228
3828,7.555077
3829,7.544347
3830,7.542024
3831,7.531482
3832,7.527906
3833,7.517532
3834,7.513300
3835,7.510756
3836,7.502215
3837,7.496849
3838,7.487202
3839,7.481359
3840,7.478795
3841,7.473906
3842,7.467385
3843,7.462595
3844,7.458657
3845,7.446673
3846,7.443073
3847,7.439560
3848,7.432878
3849,7.428370
3850,7.415661
3851,7.412192
3852,7.403920
3853,7.396366
3854,7.387341
3855,7.380941
3856,7.374461
3857,7.362377
3858,7.359733
3859,7.350989
3860,7.341261
3861,7.330752
3862,7.329521
3863,7.323780
3864,7.316631
3865,7.311410
3866,7.308559
3867,7.300560
3868,7.296314
3869,7.285075
3870,7.277063
3871,7.271578
3872,7.267036
3873,7.260762
3874,7.250881
3875,7.248875
3876,7.240093
3877,7.239395
3878,7.230157
3879,7.228642
3880,7.219615
3881,7.212592
3882,7.209507
3883,7.196162
3884,7.193355
3885,7.191155
3886,7.183830
3887,7.172196
3888,7.170232
3889,7.155290
3890,7.152150
3891,7.149862
3892,7.147080
3893,7.134886
3894,7.128746
3895,7.121629
3896,7.117473
3897,7.109827
3898,7.103978
3899,7.094756
3900,7.080916
3901,7.076476
3902,7.073093
3903,7.071178
3904,7.060296
3905,7.053973
3906,7.048314
3907,7.037791
3908,7.022831
3909,7.017737
3910,7.013443
3911,7.010520
3912,7.000046
3913,6.998975
3914,6.990510
3915,6.985315
3916,6.980768
3917,6.968614
3918,6.965658
3919,6.961836
3920,6.954351
3921,6.948225
3922,6.942054
3923,6.937789
3924,6.931430
3925,6.922304
3926,6.917301
3927,6.909751
3928,6.905087
3929,6.898947
3930,6.891681
3931,6.884100
3932,6.878647
3933,6.874018
3934,6.860905
3935,6.857564
3936,6.854806
3937,6.846777
3938,6.840613
3939,6.835791
3940,6.829050
3941,6.818999
3942,6.818309
3943,6.807343
3944,6.805540
3945,6.794430
3946,6.788826
3947,6.781211
3948,6.775450
3949,6.768499
3950,6.759933
3951,6.758451
3952,6.751583
3953,6.748547
3954,6.734481
3955,6.727317
3956,6.722764
3957,6.720155
3958,6.710535
3959,6.707892
3960,6.700592
3961,6.695748
3962,6.691182
3963,6.675351
3964,6.667217
3965,6.663760
3966,6.658846
3967,6.653536
3968,6.643586
3969,6.640450
3970,6.633276
3971,6.626197
3972,6.621263
3973,6.604980
3974,6.602020
3975,6.592053
3976,6.590833
3977,6.580722
3978,6.575225
3979,6.569466
3980,6.566617
3981,6.564175
3982,6.553033
3983,6.547546
3984,6.542428
3985,6.537041
3986,6.530912
3987,6.521377
3988,6.511295
3989,6.508246
3990,6.503625
3991,6.501103
3992,6.490633
3993,6.476138
3994,6.474980
3995,6.470131
3996,6.462635
3997,6.458688
3998,6.453009
3999,6.449922
4000,6.444414
4001,6.440232
4002,6.429681
4003,6.426440
4004,6.418833
4005,6.406547
4006,6.398444
4007,6.390543
4008,6.384863
4009,6.383417
4010,6.374919
4011,6.371560
4012,6.367915
4013,6.364623
4014,6.357362
4015,6.352969
4016,6.348309
4017,6.338624
4018,6.325852
4019,6.317790
4020,6.314550
4021,6.309213
4022,6.306193
4023,6.300765
4024,6.284822
4025,6.282739
4026,6.268852
4027,6.262573
4028,6.258066
4029,6.253382
4030,6.247097
4031,6.243036
4032,6.232979
4033,6.226346
4034,6.220057
4035,6.210716
4036,6.207886
4037,6.200872
4038,6.196229
4039,6.191041
4040,6.180882
4041,6.173177
4042,6.167840
4043,6.159253
4044,6.155805
4045,6.141078
4046,6.139126
4047,6.135201
4048,6.129062
4049,6.120340
4050,6.117911
4051,6.100886
4052,6.099454
4053,6.095855
4054,6.085470
4055,6.082347
4056,6.073906
4057,6.067112
4058,6.060294
4059,6.057616
4060,6.045389
4061,6.042502
4062,6.039182
4063,6.033659
4064,6.029276
4065,6.019074
4066,6.012477
4067,6.005870
4068,6.004161
4069,5.999545
4070,5.984166
4071,5.971809
4072,5.968985
4073,5.961463
4074,5.952333
4075,5.946716
4076,5.940534
4077,5.931897
4078,5.926185
4079,5.919056
4080,5.916662
4081,5.903746
4082,5.895816
4083,5.893950
4084,5.887565
4085,5.885638
4086,5.875214
4087,5.871359
4088,5.865656
4089,5.855103
4090,5.854080
4091,5.848385
4092,5.832836
4093,5.832072
4094,5.825323
4095,5.819725
4096,5.813434
4097,5.804997
4098,5.799018
4099,5.791157
4100,5.787678
4101,5.776885
4102,5.774237
4103,5.764759
4104,5.760210
4105,5.758225
4106,5.752646
4107,5.745509
4108,5.742432
4109,5.733991
4110,5.724652
4111,5.713007
4112,5.710779
4113,5.700083
4114,5.697540
4115,5.684279
4116,5.676821
4117,5.671960
4118,5.668199
4119,5.664877
4120,5.654718
4121,5.649888
4122,5.644588
4123,5.642777
4124,5.633453
4125,5.627907
4126,5.621961
4127,5.614334
4128,5.607986
4129,5.604101
4130,5.591386
4131,5.590203
4132,5.581896
4133,5.579677
4134,5.571106
4135,5.566220
4136,5.562238
4137,5.553710
4138,5.548934
4139,5.538504
4140,5.531039
4141,5.528309
4142,5.524227
4143,5.514046
4144,5.508235
4145,5.504688
4146,5.499525
4147,5.489268
4148,5.482246
4149,5.476474
4150,5.468958
4151,5.464166
4152,5.451571
4153,5.446524
4154,5.442177
4155,5.439755
4156,5.429646
4157,5.425117
4158,5.418941
4159,5.415421
4160,5.399371
4161,5.394679
4162,5.386373
4163,5.378904
4164,5.372369
4165,5.370026
4166,5.365754
4167,5.363667
4168,5.350926
4169,5.343548
4170,5.339279
4171,5.329139
4172,5.323843
4173,5.322556
4174,5.317840
4175,5.314182
4176,5.301476
4177,5.299350
4178,5.286885
4179,5.284585
4180,5.276703
4181,5.271936
4182,5.260386
4183,5.251438
4184,5.247143
4185,5.241827
4186,5.232402
4187,5.226758
4188,5.217383
4189,5.213640
4190,5.208604
4191,5.197096
4192,5.189487
4193,5.182853
4194,5.177417
4195,5.174525
4196,5.168241
4197,5.153295
4198,5.150337
4199,5.147375
4200,5.141828
4201,5.133805
4202,5.122101
4203,5.119767
4204,5.113158
4205,5.109329
4206,5.106563
4207,5.100554
4208,5.089310
4209,5.084219
4210,5.083084
4211,5.078270
4212,5.067947
4213,5.064674
4214,5.052505
4215,5.045477
4216,5.044052
4217,5.035009
4218,5.024393
4219,5.019057
4220,5.008002
4221,5.004972
4222,4.998303
4223,4.993921
4224,4.984375
4225,4.975016
4226,4.973285
4227,4.968637
4228,4.965880
4229,4.957172
4230,4.946836
4231,4.943369
4232,4.938772
4233,4.929351
4234,4.920308
4235,4.913062
4236,4.908111
4237,4.903947
4238,4.901559
4239,4.889416
4240,4.887099
4241,4.880525
4242,4.871624
4243,4.865943
4244,4.862309
4245,4.854684
4246,4.842567
4247,4.839215
4248,4.833221
4249,4.824778
4250,4.819543
4251,4.817445
4252,4.808974
4253,4.807955
4254,4.803749
4255,4.795710
4256,4.788806
4257,4.774579
4258,4.773114
4259,4.769488
4260,4.755825
4261,4.747497
4262,4.738147
4263,4.736322
4264,4.730646
4265,4.729364
4266,4.718106
4267,4.711458
4268,4.706080
4269,4.702036
4270,4.694240
4271,4.693584
4272,4.685564
4273,4.677899
4274,4.667692
4275,4.666570
4276,4.651130
4277,4.647426
4278,4.642537
4279,4.637249
4280,4.628101
4281,4.621875
4282,4.616535
4283,4.615191
4284,4.607010
4285,4.594795
4286,4.588239
4287,4.584159
4288,4.578563
4289,4.572247
4290,4.566814
4291,4.561721
4292,4.555254
4293,4.548433
4294,4.545914
4295,4.533452
4296,4.531201
4297,4.526590
4298,4.516388
4299,4.513400
4300,4.504134
4301,4.500033
4302,4.488522
4303,4.479136
4304,4.475068
4305,4.468615
4306,4.462528
4307,4.460197
4308,4.457530
4309,4.449672
4310,4.435992
4311,4.431755
4312,4.424996
4313,4.419631
4314,4.408974
4315,4.404088
4316,4.402297
4317,4.392062
4318,4.389315
4319,4.367968
4320,4.365180
4321,4.359918
4322,4.355330
4323,4.348512
4324,4.342272
4325,4.340449
4326,4.329326
4327,4.320849
4328,4.319164
4329,4.313463
4330,4.307038
4331,4.305196
4332,4.295964
4333,4.287138
4334,4.279396
4335,4.276344
4336,4.267959
4337,4.264800
4338,4.255924
4339,4.250239
4340,4.243221
4341,4.231988
4342,4.224193
4343,4.217168
4344,4.213333
4345,4.206322
4346,4.202540
4347,4.198243
4348,4.190034
4349,4.179696
4350,4.174862
4351,4.168091
4352,4.161056
4353,4.153902
4354,4.148552
4355,4.135967
4356,4.129079
4357,4.124833
4358,4.122036
4359,4.119305
4360,4.110607
4361,4.106540
4362,4.094001
4363,4.091274
4364,4.089319
4365,4.084630
4366,4.073197
4367,4.066845
4368,4.060515
4369,4.052820
4370,4.044779
4371,4.037388
4372,4.028201
4373,4.024019
4374,4.022236
4375,4.013619
4376,4.011654
4377,4.009748
4378,3.995609
4379,3.981948
4380,3.977874
4381,3.977399
4382,3.974125
4383,3.963007
4384,3.951372
4385,3.946494
4386,3.939560
4387,3.934930
4388,3.929478
4389,3.924549
4390,3.918372
4391,3.913377
4392,3.903339
4393,3.898133
4394,3.894572
4395,3.888200
4396,3.879093
4397,3.870599
4398,3.869114
4399,3.863171
4400,3.851398
4401,3.843195
4402,3.839048
4403,3.829456
4404,3.824481
4405,3.819399
4406,3.812886
4407,3.808374
4408,3.796413
4409,3.794745
4410,3.783705
4411,3.774555
4412,3.770320
4413,3.764152
4414,3.756999
4415,3.751824
4416,3.746394
4417,3.739778
4418,3.726498
4419,3.721402
4420,3.716983
4421,3.704961
4422,3.702985
4423,3.690431
4424,3.685979
4425,3.684171
4426,3.671286
4427,3.663990
4428,3.656192
4429,3.646479
4430,3.643407
4431,3.636618
4432,3.632647
4433,3.630181
4434,3.623868
4435,3.621822
4436,3.616548
4437,3.606282
4438,3.599075
4439,3.591071
4440,3.581712
4441,3.578422
4442,3.573769
4443,3.565247
4444,3.557750
4445,3.554929
4446,3.548394
4447,3.540761
4448,3.533426
4449,3.528931
4450,3.518246
4451,3.515317
4452,3.509815
4453,3.505051
4454,3.498763
4455,3.490160
4456,3.484651
4457,3.481667
4458,3.478491
4459,3.467600
4460,3.462267
4461,3.452434
4462,3.445687
4463,3.441746
4464,3.438654
4465,3.427513
4466,3.425156
4467,3.423313
4468,3.410399
4469,3.400943
4470,3.396421
4471,3.386667
4472,3.383268
4473,3.377470
4474,3.375721
4475,3.367241
4476,3.362962
4477,3.358182
4478,3.343380
4479,3.335421
4480,3.331196
4481,3.323804
4482,3.318951
4483,3.311791
4484,3.309949
4485,3.299874
4486,3.289059
4487,3.283566
4488,3.277201
4489,3.271602
4490,3.265778
4491,3.260639
4492,3.255592
4493,3.252355
4494,3.247419
4495,3.237093
4496,3.232866
4497,3.223434
4498,3.219229
4499,3.210083
4500,3.208788
4501,3.205356
4502,3.194624
4503,3.182104
4504,3.176675
4505,3.171743
4506,3.166978
4507,3.161183
4508,3.151230
4509,3.143345
4510,3.134373
4511,3.124900
4512,3.121850
4513,3.114909
4514,3.111682
4515,3.109924
4516,3.098513
4517,3.095399
4518,3.089799
4519,3.088279
4520,3.076364
4521,3.072571
4522,3.061985
4523,3.057695
4524,3.053092
4525,3.041655
4526,3.036102
4527,3.035324
4528,3.025176
4529,3.019228
4530,3.014917
4531,3.011196
4532,2.998409
4533,2.990842
4534,2.981373
4535,2.979799
4536,2.976869
4537,2.963837
4538,2.961187
4539,2.958305
4540,2.950786
4541,2.939520
4542,2.939441
4543,2.930810
4544,2.927872
4545,2.918733
4546,2.911448
4547,2.907381
4548,2.905390
4549,2.891579
4550,2.885495
4551,2.877562
4552,2.874650
4553,2.860887
4554,2.857782
4555,2.853703
4556,2.844066
4557,2.841280
4558,2.836271
4559,2.830567
4560,2.824403
4561,2.815417
4562,2.813012
4563,2.805979
4564,2.801479
4565,2.789731
4566,2.785002
4567,2.778952
4568,2.773728
4569,2.764368
4570,2.759277
4571,2.748714
4572,2.735484
4573,2.727314
4574,2.723622
4575,2.720997
4576,2.714260
4577,2.712412
4578,2.701634
4579,2.691617
4580,2.684187
4581,2.681328
4582,2.671165
4583,2.658141
4584,2.653975
4585,2.650878
4586,2.644294
4587,2.638731
4588,2.626723
4589,2.625279
4590,2.620475
4591,2.613523
4592,2.607429
4593,2.598863
4594,2.597053
4595,2.590817
4596,2.587665
4597,2.576906
4598,2.568501
4599,2.568415
4600,2.560161
4601,2.553781
4602,2.543846
4603,2.541328
4604,2.532625
4605,2.528446
4606,2.521305
4607,2.515191
4608,2.501902
4609,2.498315
4610,2.493951
4611,2.487992
4612,2.478282
4613,2.474747
4614,2.467769
4615,2.463401
4616,2.455399
4617,2.449649
4618,2.440280
4619,2.431187
4620,2.425611
4621,2.419093
4622,2.413948
4623,2.410080
4624,2.403045
4625,2.399597
4626,2.393017
4627,2.381005
4628,2.378798
4629,2.369179
4630,2.364017
4631,2.360213
4632,2.350379
4633,2.347341
4634,2.342272
4635,2.332890
4636,2.325421
4637,2.323187
4638,2.313386
4639,2.306415
4640,2.304150
4641,2.297510
4642,2.292814
4643,2.275058
4644,2.272228
4645,2.262295
4646,2.258063
4647,2.252596
4648,2.247622
4649,2.246416
4650,2.240915
4651,2.233875
4652,2.228348
4653,2.220693
4654,2.215323
4655,2.207600
4656,2.198003
4657,2.194749
4658,2.188022
4659,2.185759
4660,2.174645
4661,2.169797
4662,2.164728
4663,2.158042
4664,2.145836
4665,2.142367
4666,2.135957
4667,2.130748
4668,2.125640
4669,2.119251
4670,2.109943
4671,2.104507
4672,2.103069
4673,2.093876
4674,2.084103
4675,2.080488
4676,2.073170
4677,2.066231
4678,2.064869
4679,2.051934
4680,2.044015
4681,2.038887
4682,2.035925
4683,2.029461
4684,2.028390
4685,2.023639
4686,2.013489
4687,2.009474
4688,2.003020
4689,1.992476
4690,1.984299
4691,1.982142
4692,1.975102
4693,1.967397
4694,1.959511
4695,1.945646
4696,1.943513
4697,1.937553
4698,1.927841
4699,1.923596
4700,1.915431
4701,1.907995
4702,1.896929
4703,1.881863
4704,1.881556
4705,1.876539
4706,1.871091
4707,1.867309
4708,1.856703
4709,1.853519
4710,1.850124
4711,1.844284
4712,1.840974
4713,1.835314
4714,1.822899
4715,1.819923
4716,1.810895
4717,1.809396
4718,1.806026
4719,1.798380
4720,1.789132
4721,1.778334
4722,1.775966
4723,1.769645
4724,1.766316
4725,1.759046
4726,1.756672
4727,1.748982
4728,1.744051
4729,1.739242
4730,1.721190
4731,1.715399
4732,1.711308
4733,1.708154
4734,1.702727
4735,1.692083
4736,1.689437
4737,1.677820
4738,1.673598
4739,1.665254
4740,1.660036
4741,1.652433
4742,1.645571
4743,1.635505
4744,1.633098
4745,1.627557
4746,1.620863
4747,1.614496
4748,1.610770
4749,1.599139
4750,1.587733
4751,1.582238
4752,1.576377
4753,1.574227
4754,1.571974
4755,1.566924
4756,1.562126
4757,1.558030
4758,1.546077
4759,1.539471
4760,1.533835
4761,1.528153
4762,1.524872
4763,1.519290
4764,1.516283
4765,1.509971
4766,1.497102
4767,1.493145
4768,1.484850
4769,1.481387
4770,1.471969
4771,1.462250
4772,1.451851
4773,1.445002
4774,1.442981
4775,1.438655
4776,1.433555
4777,1.422086
4778,1.414498
4779,1.404977
4780,1.399431
4781,1.393725
4782,1.392585
4783,1.384194
4784,1.374642
4785,1.368798
4786,1.360554
4787,1.357306
4788,1.357182
4789,1.346296
4790,1.342492
4791,1.333659
4792,1.325862
4793,1.322105
4794,1.312647
4795,1.308257
4796,1.305115
4797,1.302140
4798,1.294687
4799,1.287731
4800,1.269748
4801,1.265801
4802,1.263429
4803,1.259294
4804,1.245180
4805,1.242159
4806,1.236868
4807,1.228318
4808,1.225948
4809,1.215465
4810,1.213799
4811,1.200009
4812,1.193863
4813,1.189161
4814,1.186066
4815,1.177048
4816,1.170671
4817,1.159919
4818,1.153437
4819,1.148377
4820,1.143363
4821,1.135250
4822,1.125593
4823,1.124883
4824,1.121402
4825,1.118496
4826,1.112637
4827,1.105486
4828,1.086149
4829,1.085225
4830,1.082765
4831,1.076555
4832,1.069547
4833,1.061754
4834,1.059500
4835,1.055026
4836,1.046137
4837,1.036966
4838,1.034510
4839,1.023161
4840,1.020116
4841,1.014316
4842,1.007289
4843,1.004189
4844,0.995979
4845,0.991691
4846,0.986516
4847,0.977667
4848,0.975779
4849,0.965545
4850,0.956135
4851,0.945809
4852,0.939719
4853,0.929415
4854,0.926526
4855,0.919541
4856,0.916047
4857,0.909060
4858,0.902414
4859,0.891864
4860,0.886676
4861,0.880053
4862,0.876655
4863,0.869350
4864,0.864896
4865,0.859975
4866,0.850002
4867,0.846609
4868,0.837965
4869,0.832468
4870,0.828667
4871,0.821941
4872,0.818422
4873,0.810686
4874,0.804084
4875,0.798715
4876,0.795114
4877,0.788388
4878,0.777226
4879,0.772084
4880,0.769784
4881,0.767973
4882,0.760037
4883,0.750803
4884,0.746383
4885,0.739523
4886,0.731233
4887,0.729545
4888,0.716174
4889,0.709967
4890,0.701465
4891,0.697321
4892,0.692833
4893,0.687574
4894,0.673075
4895,0.670942
4896,0.667107
4897,0.661953
4898,0.653589
4899,0.648821
4900,0.641611
4901,0.632638
4902,0.626149
4903,0.622393
4904,0.618764
4905,0.609048
4906,0.603903
4907,0.595835
4908,0.590673
4909,0.583927
4910,0.579271
4911,0.568909
4912,0.560221
4913,0.557910
4914,0.546179
4915,0.541958
4916,0.532559
4917,0.527434
4918,0.523484
4919,0.520217
4920,0.509660
4921,0.507317
4922,0.496793
4923,0.492876
4924,0.484434
4925,0.482471
4926,0.475671
4927,0.468855
4928,0.461162
4929,0.458585
4930,0.456953
4931,0.452328
4932,0.442204
4933,0.430816
4934,0.426636
4935,0.419374
4936,0.413494
4937,0.410369
4938,0.399844
4939,0.392951
4940,0.388609
4941,0.374944
4942,0.370217
4943,0.367551
4944,0.361058
4945,0.353793
4946,0.345285
4947,0.343014
4948,0.336192
4949,0.329991
4950,0.309688
4951,0.307206
4952,0.301075
4953,0.294953
4954,0.288935
4955,0.286722
4956,0.275958
4957,0.272877
4958,0.269611
4959,0.265066
4960,0.260512
4961,0.247223
4962,0.241822
4963,0.228133
4964,0.223848
4965,0.214920
4966,0.211961
4967,0.202412
4968,0.199279
4969,0.195175
4970,0.188803
4971,0.180725
4972,0.172824
4973,0.164569
4974,0.161117
4975,0.156227
4976,0.144837
4977,0.141330
4978,0.140474
4979,0.130087
4980,0.125498
4981,0.120723
4982,0.114998
4983,0.107483
4984,0.102023
4985,0.093195
4986,0.088048
4987,0.079044
4988,0.071824
4989,0.067412
4990,0.058269
4991,0.047736
4992,0.044576
4993,0.036601
4994,0.030252
4995,0.026288
4996,0.020057
4997,0.017610
4998,0.005695
4999,0.000000
